ticker,prob_outperform,rank_pct
PLTR,0.47007017382688454,0.118
ARES,0.47006664074852084,0.116
JKHY,0.4697873336512142,0.114
VEEV,0.46955689585323357,0.112
TMUS,0.4694978521424591,0.11
MDLZ,0.46923390210797933,0.108
QCOM,0.4691621193038497,0.106
BKNG,0.4682680903114207,0.104
KKR,0.4682273598620613,0.102
MCK,0.4681467518723743,0.1
ANET,0.46791673255765803,0.098
APO,0.46728161561649095,0.096
DOW,0.46655618490860185,0.094
ICE,0.4665516553435658,0.092
NDAQ,0.4662037730023527,0.09
ARE,0.46588957203212555,0.088
DXCM,0.4655416404851876,0.086
AMT,0.4653947120247425,0.084
META,0.465243107841909,0.082
HPQ,0.4649467599706681,0.08
MA,0.4643281899651158,0.078
CCI,0.46418298458038976,0.076
NWS,0.4641465196234175,0.074
FISV,0.46412699107121513,0.072
PYPL,0.46396957063928956,0.07
DIS,0.46368993178596213,0.068
NWSA,0.4635968929537315,0.066
MDT,0.46341238331573276,0.064
PG,0.46219481600092926,0.062
MCO,0.4618417703265958,0.06
UBER,0.46127959529529206,0.058
BR,0.4608130705203434,0.056
PAYX,0.4607235394580719,0.054
IT,0.46034928335298086,0.052
ADP,0.4579317687435672,0.05
EFX,0.45778470413658806,0.048
CTAS,0.4574531452374988,0.046
FOXA,0.45660611046404365,0.044
TRMB,0.45655302062302644,0.042
BAX,0.45574859461461775,0.04
LYB,0.45534536518879604,0.038
FDS,0.4553436774479649,0.036
NKE,0.45525327520445746,0.034
SPGI,0.4548701404086742,0.032
ADBE,0.4530712475442391,0.03
TYL,0.4517263176320208,0.028
AMP,0.4516172685544354,0.026
AJG,0.4516163813025129,0.024
SYK,0.4515556407407497,0.022
FOX,0.4515487869119025,0.02
RMD,0.44961585402753035,0.018
MSFT,0.4496136706203389,0.016
CBOE,0.4482351985980765,0.014
VRSN,0.4477106220989222,0.012
GIS,0.44767671255041697,0.01
NOW,0.44707388930686426,0.008
VRSK,0.4426621672482438,0.006
CRM,0.43965889228655475,0.004
WDAY,0.4239495936070645,0.002
